Name,Roll No,CGPA,DSA Topics Covered,Fundamental Topics Covered,Languages,Internship Experience,Projects Undertaken,Soft Skills,Placement Likelihood
Student816,Roll816,8.075352228504288,"Backtracking, Recursion, Linked List, Searching Algorithms, Hashing, Greedy Algorithms, Array, Dynamic Programming","Statistics, Algorithms, Calculus, Graph Theory, Probability, Complexity Analysis, Logic, Number Theory, Data Structures, Set Theory","Kotlin, PHP",0,3,5,34
Student817,Roll817,8.365101742979718,"Searching Algorithms, String Algorithms, Linked List, Greedy Algorithms, Stacks and Queues, Recursion, Dynamic Programming, Backtracking, Array","Numerical Analysis, Discrete Mathematics, Mathematics, Differential Equations, Algorithms, Complexity Analysis, Data Structures, Logic, Graph Theory","Go, TypeScript",0,2,9,95
Student818,Roll818,7.596010815480521,"Graph Algorithms, Backtracking, Sorting Algorithms, Stacks and Queues, Linked List, Greedy Algorithms, Array, Bit Manipulation, Recursion, Dynamic Programming, Divide and Conquer, Tree Algorithms, String Algorithms, Hashing, Searching Algorithms","Differential Equations, Numerical Analysis, Discrete Mathematics, Algorithms, Statistics, Logic, Complexity Analysis, Graph Theory, Number Theory, Data Structures, Calculus, Probability","Swift, C#, JavaScript, C++, Go",1,4,5,66
Student819,Roll819,6.219046555288125,Dynamic Programming,"Set Theory, Logic, Statistics, Data Structures, Algorithms, Linear Algebra, Calculus, Graph Theory, Differential Equations, Mathematics","C#, Java",1,0,2,23
Student820,Roll820,7.340788966583604,"Hashing, Array, Divide and Conquer, Searching Algorithms, Sorting Algorithms, Linked List, Greedy Algorithms, String Algorithms, Graph Algorithms, Tree Algorithms, Recursion, Stacks and Queues, Dynamic Programming, Backtracking","Graph Theory, Set Theory, Numerical Analysis, Number Theory, Calculus, Probability, Logic, Differential Equations, Algorithms, Statistics, Complexity Analysis, Data Structures","Swift, Rust",0,0,8,74
Student821,Roll821,9.211413794392046,"Graph Algorithms, Bit Manipulation, Recursion","Differential Equations, Discrete Mathematics, Number Theory, Data Structures, Graph Theory, Linear Algebra, Set Theory, Algorithms, Probability, Calculus, Statistics","Java, Swift, TypeScript",0,3,4,100
Student822,Roll822,6.018528092018411,"Linked List, Divide and Conquer, Backtracking, Array, Tree Algorithms, Stacks and Queues, Dynamic Programming, Searching Algorithms, Recursion, Sorting Algorithms, String Algorithms, Hashing, Greedy Algorithms",Logic,"Java, PHP",1,3,1,82
Student823,Roll823,7.333996686764577,"Hashing, Sorting Algorithms, Backtracking, Greedy Algorithms, Graph Algorithms, Searching Algorithms, Recursion, Tree Algorithms, Dynamic Programming, Stacks and Queues, Array, Bit Manipulation, Linked List","Linear Algebra, Logic, Discrete Mathematics, Numerical Analysis, Graph Theory, Statistics, Algorithms, Differential Equations, Set Theory, Data Structures, Complexity Analysis, Probability, Number Theory, Calculus, Mathematics","PHP, Kotlin, C#, TypeScript, Swift",1,2,5,100
Student824,Roll824,7.592674774363774,"Bit Manipulation, Sorting Algorithms, Searching Algorithms, Dynamic Programming, Graph Algorithms, Tree Algorithms",Mathematics,"C++, TypeScript",0,4,2,85
Student825,Roll825,8.149582411751691,"Graph Algorithms, Bit Manipulation, Hashing, Divide and Conquer, Searching Algorithms, Dynamic Programming, Backtracking, Array, Linked List, Greedy Algorithms, Tree Algorithms, Recursion, String Algorithms, Stacks and Queues","Data Structures, Logic, Probability, Differential Equations, Statistics, Calculus, Complexity Analysis, Set Theory, Discrete Mathematics, Algorithms, Linear Algebra","Kotlin, JavaScript, C++, PHP, TypeScript",1,2,7,78
Student826,Roll826,9.679422465651042,"Linked List, Greedy Algorithms, Recursion, String Algorithms, Searching Algorithms, Bit Manipulation, Array, Hashing, Stacks and Queues","Statistics, Set Theory, Data Structures, Complexity Analysis, Discrete Mathematics, Differential Equations","TypeScript, Go, C++, JavaScript, Java",1,4,2,67
Student827,Roll827,7.385383977463845,"Hashing, Stacks and Queues, Linked List, Sorting Algorithms, Recursion, Dynamic Programming, Backtracking, Graph Algorithms, Tree Algorithms, Divide and Conquer, Bit Manipulation, Greedy Algorithms, Searching Algorithms","Probability, Calculus, Mathematics","Python, Rust, Swift, PHP",0,4,4,53
Student828,Roll828,7.387812807584911,"String Algorithms, Array, Sorting Algorithms, Searching Algorithms, Stacks and Queues, Divide and Conquer, Dynamic Programming, Graph Algorithms, Recursion, Tree Algorithms","Linear Algebra, Calculus, Number Theory, Logic, Probability, Mathematics",Python,1,0,3,52
Student829,Roll829,8.950004992438993,"Graph Algorithms, Dynamic Programming, Linked List, Greedy Algorithms, Hashing, Searching Algorithms, Divide and Conquer, Recursion, Array, Backtracking, String Algorithms, Tree Algorithms, Sorting Algorithms, Bit Manipulation, Stacks and Queues","Differential Equations, Data Structures, Numerical Analysis, Graph Theory, Set Theory","Swift, Kotlin, Go, C++, Java",1,4,3,89
Student830,Roll830,7.808871763559228,"Array, Tree Algorithms, String Algorithms, Graph Algorithms, Sorting Algorithms, Bit Manipulation, Divide and Conquer, Linked List, Recursion, Dynamic Programming, Searching Algorithms, Stacks and Queues","Linear Algebra, Data Structures, Mathematics, Statistics","JavaScript, Ruby, Java, Python, PHP",1,1,1,99
Student831,Roll831,6.898419291759928,"Graph Algorithms, Hashing, Linked List, Sorting Algorithms, Backtracking, Recursion, Bit Manipulation, Tree Algorithms, Divide and Conquer, Array, Greedy Algorithms, Stacks and Queues","Mathematics, Algorithms, Discrete Mathematics","Kotlin, Ruby, C++",0,4,7,100
Student832,Roll832,7.809758064530774,"Array, Recursion, Tree Algorithms, Bit Manipulation, Backtracking, String Algorithms, Stacks and Queues, Hashing, Searching Algorithms, Greedy Algorithms, Linked List","Mathematics, Graph Theory, Calculus, Differential Equations, Logic, Probability, Set Theory, Numerical Analysis, Discrete Mathematics, Linear Algebra, Complexity Analysis, Statistics, Algorithms","Swift, JavaScript",1,0,2,91
Student833,Roll833,6.563428081519199,"Divide and Conquer, Sorting Algorithms, Hashing, Dynamic Programming, Linked List, Tree Algorithms, Backtracking, String Algorithms, Bit Manipulation, Graph Algorithms",Differential Equations,"Swift, C++",1,2,3,61
Student834,Roll834,6.705547946024893,"Graph Algorithms, Linked List, Divide and Conquer, Tree Algorithms, Greedy Algorithms, Bit Manipulation, Sorting Algorithms, Recursion, Dynamic Programming, Stacks and Queues, Searching Algorithms","Statistics, Algorithms, Set Theory","JavaScript, Swift, Go, PHP, Ruby",0,4,5,100
Student835,Roll835,7.993471090957919,"Stacks and Queues, Recursion, Divide and Conquer, Linked List, Greedy Algorithms, Backtracking, Tree Algorithms, String Algorithms","Discrete Mathematics, Calculus, Probability, Mathematics, Number Theory, Set Theory, Complexity Analysis, Statistics","C++, C#, Python, Ruby",1,1,8,90
Student836,Roll836,7.675701798018192,"Recursion, Graph Algorithms, Linked List, Backtracking, Divide and Conquer, Searching Algorithms, Tree Algorithms, Hashing, Bit Manipulation, Sorting Algorithms","Algorithms, Differential Equations, Complexity Analysis, Data Structures, Calculus, Linear Algebra","TypeScript, Python",1,3,3,67
Student837,Roll837,9.6593836042724,"Divide and Conquer, Graph Algorithms, Dynamic Programming, Bit Manipulation, Stacks and Queues","Numerical Analysis, Calculus, Probability, Discrete Mathematics","C#, Go, Swift, PHP, Rust",1,2,2,100
Student838,Roll838,7.4495755964665324,"Graph Algorithms, Greedy Algorithms, Sorting Algorithms, Stacks and Queues, Backtracking, Recursion","Probability, Statistics, Linear Algebra, Mathematics, Set Theory, Numerical Analysis, Discrete Mathematics, Number Theory, Differential Equations, Data Structures, Graph Theory, Algorithms, Logic","Java, C#",0,3,4,66
Student839,Roll839,8.322353401112174,"Array, String Algorithms, Hashing, Tree Algorithms, Dynamic Programming, Graph Algorithms, Sorting Algorithms","Logic, Statistics, Graph Theory, Discrete Mathematics, Complexity Analysis","TypeScript, JavaScript, PHP",0,1,8,20
Student840,Roll840,8.52905715167812,"Backtracking, Recursion, Searching Algorithms","Algorithms, Calculus","Java, C#",1,0,0,100
Student841,Roll841,6.052377826353334,"Bit Manipulation, Graph Algorithms, Hashing, Recursion, Searching Algorithms","Statistics, Logic, Differential Equations, Data Structures, Complexity Analysis, Set Theory, Discrete Mathematics, Numerical Analysis, Calculus, Probability, Number Theory, Graph Theory",TypeScript,0,0,4,100
Student842,Roll842,8.654149488066842,"Sorting Algorithms, Linked List","Numerical Analysis, Complexity Analysis, Discrete Mathematics, Probability, Statistics","C#, C++, Kotlin, Rust",0,2,3,27
Student843,Roll843,6.712143867479005,Tree Algorithms,"Linear Algebra, Set Theory, Calculus, Logic, Data Structures","Rust, TypeScript, PHP",0,4,4,65
Student844,Roll844,9.84428126987782,"Array, Greedy Algorithms, Linked List, Bit Manipulation, Tree Algorithms, Divide and Conquer, Hashing, Stacks and Queues, Sorting Algorithms, Searching Algorithms, Backtracking, Graph Algorithms","Complexity Analysis, Number Theory, Data Structures, Mathematics, Algorithms, Numerical Analysis, Linear Algebra, Statistics, Calculus","C++, Swift, Rust",0,4,6,83
Student845,Roll845,6.594650911012452,"Stacks and Queues, String Algorithms, Bit Manipulation, Linked List, Tree Algorithms, Array, Recursion, Greedy Algorithms, Sorting Algorithms, Divide and Conquer","Graph Theory, Data Structures, Number Theory","Rust, TypeScript, Ruby, C#, Java",0,3,6,79
Student846,Roll846,7.6584964949080945,"Array, Backtracking, String Algorithms, Divide and Conquer, Dynamic Programming, Recursion, Linked List, Stacks and Queues, Graph Algorithms, Searching Algorithms, Bit Manipulation, Sorting Algorithms, Hashing, Tree Algorithms","Differential Equations, Logic, Linear Algebra, Complexity Analysis, Set Theory, Statistics, Number Theory, Calculus","Kotlin, Go",0,0,6,70
Student847,Roll847,6.341398672314575,"Graph Algorithms, Divide and Conquer, Stacks and Queues, Dynamic Programming, Bit Manipulation, Tree Algorithms, Array, Searching Algorithms","Differential Equations, Number Theory, Set Theory, Statistics, Discrete Mathematics, Logic, Calculus, Data Structures, Linear Algebra, Algorithms, Complexity Analysis, Probability, Numerical Analysis, Graph Theory, Mathematics","PHP, Swift, TypeScript, Rust, Python",0,4,0,100
Student848,Roll848,9.987497007383789,"Searching Algorithms, Array, Stacks and Queues, Dynamic Programming, Linked List, Sorting Algorithms, Hashing, Bit Manipulation, Backtracking, Greedy Algorithms, Tree Algorithms, Divide and Conquer, Graph Algorithms, String Algorithms","Complexity Analysis, Statistics, Probability, Graph Theory, Linear Algebra, Logic, Discrete Mathematics, Calculus, Data Structures, Differential Equations, Set Theory, Number Theory, Numerical Analysis, Algorithms","JavaScript, Rust, C++",0,4,8,83
Student849,Roll849,8.00878004132497,"Backtracking, Stacks and Queues, Bit Manipulation, Searching Algorithms, Dynamic Programming, Recursion, String Algorithms, Greedy Algorithms, Graph Algorithms","Complexity Analysis, Algorithms, Linear Algebra, Logic, Probability, Differential Equations, Discrete Mathematics","TypeScript, Python, PHP, Rust, Java",0,0,6,61
Student850,Roll850,8.381540069280176,Backtracking,"Statistics, Algorithms, Discrete Mathematics, Set Theory","PHP, JavaScript, Python",1,0,3,93
Student851,Roll851,6.26830590955371,"Divide and Conquer, Recursion, Searching Algorithms, Dynamic Programming, Array","Numerical Analysis, Set Theory, Logic, Mathematics, Calculus, Differential Equations, Number Theory, Complexity Analysis, Discrete Mathematics, Probability, Linear Algebra, Data Structures","Rust, TypeScript, JavaScript",0,1,3,87
Student852,Roll852,8.999841881596712,"Tree Algorithms, Backtracking, Array, Recursion, Bit Manipulation, Linked List, Searching Algorithms","Number Theory, Statistics, Complexity Analysis, Numerical Analysis, Logic, Graph Theory, Algorithms",Go,0,3,1,27
Student853,Roll853,6.839622372382343,Divide and Conquer,Complexity Analysis,"TypeScript, C++, Java, Rust, Python",1,0,5,57
Student854,Roll854,9.592217157762855,"Searching Algorithms, Dynamic Programming, Divide and Conquer","Graph Theory, Probability","Swift, Go",1,1,9,34
Student855,Roll855,6.820558561928029,"Divide and Conquer, Graph Algorithms, Recursion, Sorting Algorithms, Stacks and Queues, Hashing, Searching Algorithms, Tree Algorithms, Bit Manipulation, Linked List, Array","Set Theory, Calculus, Mathematics, Logic",Java,1,0,2,27
Student856,Roll856,6.762750882654666,Searching Algorithms,"Differential Equations, Graph Theory, Logic, Numerical Analysis","C++, TypeScript, Python, C#, PHP",1,2,0,92
Student857,Roll857,6.14619867139238,"Recursion, Stacks and Queues, Backtracking, Dynamic Programming, Bit Manipulation","Graph Theory, Logic, Numerical Analysis, Calculus, Number Theory, Differential Equations, Probability, Linear Algebra, Set Theory, Statistics, Complexity Analysis, Discrete Mathematics","JavaScript, Java, Swift",0,2,4,41
Student858,Roll858,7.888267780439997,"Graph Algorithms, Hashing, String Algorithms, Sorting Algorithms","Complexity Analysis, Probability, Logic, Linear Algebra, Set Theory, Graph Theory, Number Theory, Statistics",Swift,0,2,5,58
Student859,Roll859,8.259364533050466,"Dynamic Programming, Sorting Algorithms","Calculus, Algorithms, Set Theory, Logic, Linear Algebra, Probability, Differential Equations, Mathematics, Complexity Analysis, Number Theory, Discrete Mathematics, Graph Theory, Numerical Analysis, Statistics, Data Structures","TypeScript, Swift, Kotlin",0,0,4,74
Student860,Roll860,6.2628345577134095,"String Algorithms, Recursion, Hashing, Backtracking, Divide and Conquer","Logic, Differential Equations, Discrete Mathematics, Statistics, Calculus","TypeScript, Rust, PHP, Swift, C++",1,4,4,40
Student861,Roll861,9.102110466780042,"Recursion, String Algorithms, Dynamic Programming, Bit Manipulation, Tree Algorithms, Graph Algorithms, Stacks and Queues, Linked List, Sorting Algorithms","Calculus, Set Theory, Discrete Mathematics, Graph Theory, Probability, Number Theory, Statistics, Numerical Analysis","TypeScript, Rust, Python, Java",0,4,9,87
Student862,Roll862,7.813155338992111,Array,"Data Structures, Complexity Analysis","Rust, TypeScript",0,2,7,97
Student863,Roll863,8.09756107731032,Stacks and Queues,"Calculus, Linear Algebra, Data Structures, Differential Equations, Set Theory, Algorithms, Number Theory","Python, C++, C#, Rust, Swift",1,3,9,100
Student864,Roll864,7.763050987752912,"Recursion, String Algorithms, Sorting Algorithms, Dynamic Programming, Tree Algorithms, Backtracking, Divide and Conquer, Linked List, Greedy Algorithms, Hashing","Mathematics, Logic, Calculus, Graph Theory, Algorithms, Data Structures, Probability","Go, Ruby, JavaScript, C#, Python",1,1,0,100
Student865,Roll865,7.603052243501304,"Sorting Algorithms, Tree Algorithms, Recursion",Differential Equations,"Rust, Swift, JavaScript, Java",1,2,7,63
Student866,Roll866,8.238561325232872,"Sorting Algorithms, Array, Tree Algorithms, Linked List, Searching Algorithms, Stacks and Queues, Hashing, Backtracking, Greedy Algorithms, Recursion","Logic, Differential Equations, Graph Theory","Kotlin, TypeScript, JavaScript, Go",1,1,6,100
Student867,Roll867,6.62096098372285,"Bit Manipulation, Greedy Algorithms, Searching Algorithms, Array, Linked List, Backtracking, Dynamic Programming, String Algorithms, Divide and Conquer, Tree Algorithms, Recursion, Graph Algorithms","Numerical Analysis, Graph Theory, Discrete Mathematics, Differential Equations, Linear Algebra, Probability, Logic",C++,1,1,0,54
Student868,Roll868,6.7277125219810845,"Tree Algorithms, Divide and Conquer, Sorting Algorithms, Searching Algorithms, Array, Stacks and Queues, Linked List, Hashing, Dynamic Programming, Backtracking, Graph Algorithms",Discrete Mathematics,"Java, JavaScript, Swift, Kotlin, PHP",0,2,8,46
